"TotMilch_Menge_inkl_LI","CH_Milchpreis","Molkerei_Milchpreis","Verkaest_Milchpreis","Gewerblich_Milchpreis","Bio_Milchpreis","EU_Milchpreis_CHF","Kurs_CHF_Euro","Total_Staatlich_Zahlung","staatlich_kg_Milch","Kontingent_01","Freihandel_01","EU_Politik_01","Industriell_verkäst_Milchpreis","Import_Menge_Käse_und_Quark_kg","Schlachtungen_Kühe","Magermilchpulver_Prod_Menge","Vollmilchpulver_Prod_Menge","Butter_Prod_Menge","Export_Menge_Käse_und_Quark_kg","Milchpreis_NZ_Euro"
317478,69.0484603152019,66.9472419224956,71.33,75.92,75.6088712866316,47.85954,1.2178,29573460.55,9.31512122099799,0,1,1,64.4515517503152,4426187,12848,2678,1774,4971,4690452,41.04
325646,67.5795589849055,65.2420083730922,70.86,75.44,74.9371157195829,46.44771,1.2191,31792963.15,9.76304427200088,0,1,1,63.9732798068525,5094815,11751,4456,1774,5201,5081289,40.24
325808,67.6665804210619,65.0860834303009,70.96,75.71,75.9528583694978,45.655164,1.2204,31250662.7,9.59174197686981,0,1,1,63.8453158906127,4528610,11070,4187,1384,4722,4971822,40.46
290436,68.5004152138086,65.9228290425062,71.55,75.16,77.7513337875936,45.581302,1.2181,35212171.35,12.1239003945792,0,1,1,66.1409588858955,4793110,9981,2365,1276,3774,4326871,30.01
281470,69.0373001564107,65.6489267302219,73.2,76.34,83.6028792737055,44.6148,1.215,32113515.85,11.4092144278253,0,1,1,68.4823830500208,4686027,11574,2014,934,4168,5310716,30.37
272033,69.1588665121079,65.6658352631053,73.52,76.71,83.9892601072502,44.47673,1.2119,31732881.05,11.6650851367297,0,1,1,68.7408169157736,4268411,13388,1453,1374,3031,4994571,26.97
296464,69.3645448398483,65.5885838909683,73.93,77.48,84.3455079063587,43.71874,1.2077,31923679.1499999,10.7681469419558,0,1,1,68.6118895073926,4470381,15854,1073,1291,2891,5741184,26.86
293667,67.3237679230497,63.4688578615371,72.67,77.25,79.7436847410074,42.369624,1.2078,35262303.75,12.0075812910542,0,1,1,65.8047197838324,4335027,17162,1599,1573,3507,6236993,26.45
272396,66.0608728502422,61.7815686735842,72.32,77.19,78.9682168693105,41.152972,1.2026,33493408.85,12.2958519398229,0,1,1,65.0251244550671,4348938,17583,1920,1837,2936,5836767,23.86
286041,64.869103222963,60.4373784881893,71.59,76.47,78.1572865919352,39.49884,1.2024,33216442.15,11.612475886324,0,1,1,64.2704568582996,4931795,14894,2264,1613,4243,6455936,23.94
295548,63.3674176230874,58.5559895308296,70.47,76.17,77.7721919788206,34.464654,1.0983,28732368.3166667,9.72172652721949,0,1,1,61.9208573874494,3999463,14646,2325,1106,4506,5195744,24.98
272350,61.0096693916713,56.3434043469255,66.94,72.94,75.4915515376976,33.303105,1.0623,32425150.6166667,11.9056914325929,0,1,1,57.9382917681426,4067134,13436,2486,1236,4259,5509315,24.69
312339,59.1181256574464,54.7741000535088,65.22,71.69,72.6554864382329,33.184952,1.0609,30601460.4666667,9.79751502907631,0,1,1,55.5190272437694,5227537,14562,3324,1275,4725,5945842,25.93
316802,58.8585206688646,54.5646695130708,64.98,71.46,72.7209296606389,32.215346,1.0382,34111304.2166666,10.7673891631576,0,1,0,55.2739352331854,4453741,11512,4157,1609,5061,5326571,24.86
321920,59.209653813004,54.5644655459615,65.27,72.33,72.5524444627469,31.485144,1.0398,34387265.4166667,10.6819288694914,0,1,0,54.6845710349562,4753437,9929,2833,1566,4456,4418696,23.39
283795,60.5592633849157,55.8224151278526,66.26,72.2,77.0673953434887,31.009664,1.0448,35578512.7666667,12.5366947150819,0,1,0,57.3562823107747,5015754,10956,878,1246,3358,4774424,24.87
267466,62.1589683212753,56.9650689519433,67.47,72.63,82.0474610953574,30.792768,1.0488,34465397.9166667,12.885898737285,0,1,0,59.7365082160184,4672136,12956,1096,839,3429,5116447,19.76
266817,62.8922704821555,58.0972625888238,68.13,73.06,82.386977576682,31.709862,1.0782,33728463.1166666,12.6410472783468,0,1,0,60.7423769280837,4781729,13260,697,1390,2853,4530018,22.58
292261,64.0311233556264,59.0065946003427,69.08,74.24,83.4773536929021,32.393706,1.0918,34494277.7666667,11.8025592763546,0,1,0,61.3452875682457,4439292,13345,922,1336,2828,5589536,21.67
291878,64.7763601745779,60.406988573911,69.39,75.11,80.8882995563207,32.85458,1.0879,34956565.7666667,11.9764304835125,0,1,0,60.8228474873117,4383459,16829,1949,1583,3386,5680211,23.08
274573,64.3200597067118,59.5036085516504,68.57,74.22,79.4311293602612,32.84739,1.083,34488599.3666666,12.5608123765507,0,1,0,60.1003275211154,4594496,17472,1708,1309,3410,6109957,23.68
290431,62.9301161992696,58.2117903193474,67.09,72.11,78.0742412513172,32.64162,1.083,35511171.2666666,12.2270595310647,0,1,0,59.5673663223079,5077930,13488,3003,984,4573,6033572,24.03
301799,62.59,58.07,66.93,72.27,77.47,32.424312,1.0932,28094287.8166667,9.30893999538324,0,1,0,58.9272214042882,3940186,14978,2772,1433,5016,4640311,21.22
289459,61.02,56.42,65.9,72.17,75.06,32.06238,1.1018,31814758.7666666,10.9911105775487,0,1,0,56.4985172102815,4597733,14965,2166,1383,4669,5150395,19.99
313726,59.4,53.96,65.12,71.13,73.79,31.01564,1.0921,31986213.6166667,10.1955890224803,0,1,0,56.1142630793592,5328737,13168,2909,1565,4847,6312570,20.29
318052,57.39,51.06,63.52,70.71,73.12,30.06025,1.0931,33389289.9666667,10.4980600551692,0,1,0,52.7276257726014,4681406,12355,4375,1440,5401,4912446,20.32
318271,58.06,51.08,64.46,71.29,73.79,29.07202,1.1054,33879934.6666667,10.6449958264079,0,1,0,54.2307223547179,5335659,10988,4223,1228,4967,5011867,20.11
273142,59.31,52.43,64.21,70.81,77.12,28.157283,1.0901,35158598.4666667,12.8719122166004,0,1,0,54.3201254821038,5297398,11005,1620,1040,3345,4914202,22.86
259697,61.23,54.38,65.56,71.36,83.71,28.102062,1.0867,32984541.5666667,12.7011638820112,0,1,0,56.8714965937986,4845268,11568,1388,733,3022,4580399,25.96
257157,61.16,54.56,65.14,69.98,84.09,28.98454,1.0876,31641214.7166667,12.3042401010537,0,1,0,57.8692668707524,4959216,11857,1369,858,3312,5281508,28.46
284691,61.77,55.37,65.11,70.14,84.16,30.614366,1.0922,33768460.6666666,11.861442991407,0,1,0,57.5567559956576,4799517,13445,1083,1124,2649,5504546,28.76
283538,62.79,56.48,66.38,72.05,83.15,33.008139,1.0883,35952093.6666667,12.6798149336832,0,1,0,57.8719151923384,4510317,16188,2177,1209,3528,5907166,32.31
257317,62.03,55.56,65.74,71.72,80.37,34.654739,1.0759,34247281.5166667,13.3093738527445,0,1,0,56.7643737054596,4870742,17522,771,1348,1903,7226099,32.96
277127,61.66,55.56,65.68,71.68,80.01,35.896852,1.0754,43950420.0166667,15.8593063890082,0,1,0,56.6844829149576,5034507,13047,1767,1068,4951,6552163,33.23
282922,61.8771845578371,56.3223893047226,65.64,71.24,79.3612022892888,36.188514,1.0713,20482296.2166667,7.23955585520627,0,1,0,57.2495836395552,4038608,14259,1854,1369,4371,4672602,33.36
267147,60.3061616705115,54.4639361387086,64.1,70.25,75.7479743960764,35.835558,1.0659,32518978.1666667,12.1726907532807,0,1,0,54.8760568503216,4608559,12349,1542,1172,3632,5112657,33.53
308839,58.629144679392,52.7589473963659,63.3,69.59,74.253271806716,35.736628,1.0706,31818987.1666667,10.3027749625749,0,1,0,53.8631400873072,5498002,12254,2207,1465,3985,5635994,32.38
316393,58.4383799069416,52.338629186825,63.21,69.47,73.953091630839,35.846989,1.0723,34638167.2166667,10.9478298245115,0,1,0,53.8228808383575,5207892,9726,3858,1336,3798,4964677,32.84
316613,59.2803099781779,53.1580717066788,63.56,70.16,73.9700011387546,36.243422,1.0897,35210364.3666667,11.1209471394626,0,1,0,53.6643753745861,5750537,11520,2701,1437,3913,5469356,31.78
276013,60.9180577019737,54.2307112403326,64.52,70.51,78.9332659414508,36.453,1.0875,36796450.2666667,13.3314192688992,0,1,0,55.5380522593246,5398432,11929,1255,1115,3742,5082412,34.23
264699,63.5691052441027,57.2730993798772,66.58,71.17,82.5503136244531,38.224732,1.1054,34356756.2666667,12.9795565025431,0,1,0,59.6964854857133,4843182,13704,1461,1063,2952,4893614,33.98
260555,63.8236840247201,57.8881402582653,66.94,70.98,87.8754972758724,40.706512,1.1396,33340780.9166667,12.796062603545,0,1,0,60.8960235855647,5563543,12338,966,1073,3027,5567416,34.08
290689,64.8464406776585,58.6389953077594,67.5,72.21,89.3081829418541,42.741236,1.1468,34644686.9166667,11.918127936271,0,1,0,60.4386979542712,4945541,12832,1048,1176,2802,6069678,33.54
289685,66.5703522020024,61.4248639749348,68.57,72.49,87.2025026136202,43.698012,1.1542,36450452.2166667,12.5827889661759,0,1,0,62.6832856746015,4878599,15618,1595,1416,3263,6252481,33
270900,66.0625229499678,61.3804815638129,68.2,72.34,83.68053706579,44.394759,1.1643,36167662.7166667,13.3509275439892,0,1,0,61.9836910061339,4899398,16176,1590,1319,3400,7107180,30.77
289545,65.2613722455618,60.3250012160566,67.99,72.98,83.1288507815782,44.15313,1.169,42208126.8666667,14.5773979404468,0,1,0,60.4986139656376,5005605,12000,2614,1261,3732,6457384,30.85
301529,64.281918677281,59.1751826431864,67.55,72.8,82.0251937826743,41.9755,1.1725,23811272.0333333,7.89684310077417,0,1,0,59.6769497873863,4679715,15420,3262,2125,4285,5345315,31.21
278442,63.1792297529986,57.7338912299181,66.49,72.21,78.4675173875539,39.99996,1.1544,33076013.2333333,11.8789597953374,0,1,0,57.9045431426893,4777709,11646,2335,-38,3620,5419692,30.82
313882,60.9036001245237,54.8503617588916,64.97,71.3,77.0975437192662,39.496842,1.1682,32140012.3833333,10.2395207062951,0,1,0,55.4866127068667,5651895,12861,2992,1258,4599,6327435,30.62
319607,60.3093617530239,53.6373898851442,64.63,71.15,77.4591272707614,39.090135,1.18815,34260335.6333333,10.7195197956657,0,1,0,54.8553267282998,5209544,12126,3671,1625,4801,5162706,31.06
320896,60.6187152939807,53.3314967677499,64.61,71.77,78.2879988936759,38.1401432,1.17862,35504973.4833333,11.0643241060447,0,1,0,53.8760429710937,5681581,10605,3122,1788,4685,5494991,30.97
276254,63.3867119748251,56.8062791771636,66.55,72.5,81.8942681337515,37.5775104,1.15552,36739555.5833333,13.2991940689848,0,1,0,57.622352053827,5477116,10393,1149,1697,2934,5149809,31.29
267781,64.9705120827923,58.74,67.67,72.8,86.776084219894,38.4841152,1.16196,33815353.2333333,12.6279882565728,0,1,0,59.9786408686934,5400427,13811,878,1428,2693,4793653,31.34
258193,66.1044556418087,60.34,68.45,73.16,87.9300620462173,38.3546787,1.14049,34374035.8833333,13.3133105403064,0,1,0,61.3786966356089,5579004,13783,687,1056,2641,5480148,30.94
286309,66.8240281932767,61.37,68.76,73.19,88.6762279306106,39.3845298,1.12882,33749523.8833333,11.7877970595871,0,1,0,62.122554064615,4558578,13453,1463,758,2156,5632041,28.7
288491,66.9084706270268,61.73,68.9,73.51,88.4619574380286,41.0493237,1.14121,36552333.5833333,12.6701815943421,0,1,0,61.9850493845489,5405812,18417,1917,873,3362,6611895,27.87
264633,65.8425004482298,60.22,68.3,73.54,84.5767150363614,41.1874266,1.13746,35218955.0333333,13.3086028701384,0,1,0,60.4336694791678,5005436,15976,1539,705,2826,7360099,29.22
278417,64.9608083077625,59.41,67.84,73.33,84.0319878259384,40.4739263,1.12961,35504435.1333333,12.7522511676131,0,1,0,59.6017767203222,4941491,13641,2480,1173,5663,5581141,29.4
286718,64.2716377735818,58.35,67.75,73.13,84.0143101696098,39.8858229,1.12959,23486576.6033333,8.19152498389823,0,1,0,59.6822297654423,4965425,15534,2131,1250,4397,6002841,29.99
267882,61.4814687028093,55.24,65.48,71.35,79.7378954278801,40.042418,1.1366,32101521.0033333,11.9834557765484,0,1,0,56.6757489736011,4814818,13070,2301,1279,3913,5135828,30.44
310089,60.3932480180362,54.32,64.47,70.75,76.5596345863676,39.3631455,1.13145,30461486.4033333,9.82346565125926,0,1,0,55.0530108203819,5246703,12132,2866,1712,4378,5781565,30.56
313862,60.3543409967383,54.21,64.81,71.23,76.8442072790026,39.1296906,1.13157,34752001.1533333,11.0723824971909,0,1,0,55.1808209192571,5915831,13020,3790,1444,4879,5837433,29.43
320254,60.4836963720922,54.01,64.96,71.58,76.853821520572,38.7062571,1.13077,35287725.7533333,11.0186682300091,0,1,0,55.017343375729,5571111,11947,3375,1652,4816,5251391,28.85
277958,63.1768203159518,56.82,66.61,72.02,81.6100542312072,37.994495,1.1165,32674755.7033333,11.7552852241466,0,1,0,58.4910862177152,5300596,9438,1896,1211,3296,4782234,28.75
260730,65.312003690443,58.98,68.1,72.7,84.8985279234731,37.4698544,1.10792,38337265.6533333,14.7038183766093,0,1,0,61.1911221520797,5912655,13000,695,1184,3019,5372875,29.31
257232,66.86960975125,60.93,69.52,73.82,86.1449361451608,37.0590066,1.08933,32403346.8033333,12.5969345973026,0,1,0,63.0839312855478,5242324,12038,1061,1319,2457,5388526,28.44
285128,68.7729649196037,63.42,71.14,74.9,87.0240104244546,37.842085,1.09055,33253493.6533333,11.6626545457946,0,1,0,65.4884304752502,5184533,12773,1102,646,2340,6243368,29.36
283192,68.1040530459169,62.98,70.33,74.3,85.6718206638092,38.679017,1.0979,34948345.4033333,12.3408660567154,0,1,0,64.3862487757232,5496372,16431,1442,1035,3065,7388134,29.17
258065,66.9412625418888,61.38,69.73,74.85,82.3542821673363,39.1248792,1.09778,35638708.2033333,13.8099735350913,0,1,0,62.0456936751258,5147206,16976,1475,1230,2567,7381986,31.69
278165,66.4648585737704,61.03,69.34,74.46,81.8406017417142,39.0983985,1.09305,40897389.6533333,14.7025648997298,0,1,0,61.6773889907947,5337982,13399,2066,1421,3598,6724109,33.8
286931,65.7846076830532,60.74,68.84,73.18,81.1426043616401,37.9208674,1.07638,25034516.325,8.72492561800572,0,1,0,62.8503667289045,5074653,14325,2418,1501,3915,5975875,33.91
277692,63.6473661383096,58.42,67.21,72.15,76.1606156519573,37.5107088,1.06504,31050225.525,11.1815340467136,0,1,0,60.3642018260118,5066461,12201,2019,1246,3772,5598323,31.84
308012,63.2931736828199,58.08,66.67,71.81,74.767375243853,36.6632724,1.05902,34426401.875,11.1769677398933,0,1,0,59.563397597054,6561955,12512,1988,1435,4243,6500365,31.19
316266,63.1177880125028,57.68,66.9,72.43,75.2824358407797,35.4496004,1.05442,35329890.775,11.1709417942491,0,1,0,59.2584803573287,6362248,12201,3119,1448,5193,4959894,31.06
314324,62.7195822049321,57.02,66.67,72.56,74.1531896710333,34.893885,1.05675,33744156.125,10.735469173528,0,1,0,58.5384697647469,6809676,10506,2127,1412,3907,4759394,31.44
271730,65.2483344829631,59.11,68.16,72.8,79.9665294356801,34.831225,1.07173,38965780.575,14.3398890718728,0,1,0,61.7238125411344,6830397,12278,1063,845,2916,5761798,28.71
265095,67.4850930398356,61.83,69.62,73.37,85.0626660947113,35.0929568,1.07056,33719511.325,12.7197839736698,0,1,0,64.4514333714274,6107970,11033,901,571,2660,5160180,28.82
258140,68.440371440069,62.55,70.37,73.99,88.0397037125632,35.6521858,1.07678,33448268.425,12.957413971101,0,1,0,65.3696489838325,5808627,13401,1288,724,2124,5306143,27.13
289318,69.1535525299016,62.89,71.41,75.61,87.8462959497001,36.6106615,1.07837,34052725.575,11.7699989544377,0,1,0,65.7014639415419,5731666,13470,1309,817,2839,6449785,28.77
279059,69.5530088211282,63.64,71.87,75.85,87.5899441867653,37.6648293,1.07399,35350434.275,12.6677277117025,0,1,0,66.3838456901399,5768128,15904,1587,586,3208,6921143,29.14
262282,67.8774007276628,61.49,71.2,76.09,83.0916685608082,38.0850334,1.07798,35952863.125,13.7077127385791,0,1,0,64.4506094423663,5663681,14763,949,867,2693,7506261,30.86
276290,67.805719587393,61.72,70.96,75.62,83.4584329198288,38.2764084,1.08156,34007767.075,12.3087216602121,0,1,0,64.5327479049829,5913347,12155,2086,976,3856,7401045,31.1
286358,68.9847671780542,63.7,71.95,76.02,82.5415449453217,37.6355397,1.07931,32317092.2016667,11.2855559131111,0,1,0,66.3313218287511,5389229,13261,2013,1474,3761,5320970,32.33
272175,67.0192035200525,61.86,70.32,74.8,78.0922596839626,37.9613338,1.08554,33135084.0016667,12.1741835222437,0,1,0,64.1226281620483,5948182,11886,2115,1057,3829,6028207,34.58
312144,66.8243018649085,61.24,70.37,75.64,76.54,38.9064608,1.10624,30442008.5016667,9.75255282871581,0,1,0,63.000942087179,8097810,13961,2597,1568,4477,7387474,34.62
317004,66.4414410710519,60.94,69.89,75.22,76.18,39.1877952,1.10326,38906583.5016667,12.2732153227299,0,1,0,62.4524583759393,6621507,11362,3004,1619,4772,5603795,34.18
325313,66.5935763512215,60.9,70.3,75.83,76.1,39.1773388,1.09679,36788898.2016667,11.3087697699344,0,1,0,62.5731648430214,6846355,10347,2925,1434,4166,5871978,34.12
282385,69.4391887371437,63.07,72.38,77.01,82.1,39.1316646,1.09398,38185812.3016667,13.5226064775631,0,1,0,65.9023562200264,6642838,9962,1939,1078,3265,5964788,35.88
262985,71.4772383433251,65.81,73.54,77.06,87.66,39.063546,1.0854,34779103.4016667,13.2247479520378,0,1,0,68.6143560194796,6167124,10872,1307,915,2669,5559372,35.91
251971,72.1895607807895,67.14,73.69,76.52,88.92,39.1778882,1.07602,33054659.7516667,13.1184381344149,0,1,0,69.7449568019414,6265475,13705,985,1229,2432,6335305,36.04
281144,72.9125898398667,67.68,74.61,77.62,88.82,40.4950755,1.08595,32219190.8516667,11.4600314613389,0,1,0,70.4164526760504,6140270,12662,1129,820,2364,6972671,38.8
284550,73.4234295443873,68.8,74.76,77.67,89,41.4405916,1.07137,36274623.9516667,12.7480667551104,0,1,0,70.6703031065979,5519829,15290,1321,976,2659,7062554,40.66
258127,71.9644772191017,66.9,74.26,78.06,84.15,42.1183651,1.05217,35392132.1516667,13.7111314010803,0,1,0,68.9346684593978,5911874,18068,863,1350,2227,8339564,40.66
271124,71.8930588975399,67.27,74.1,77.77,84.09,42.9633984,1.04078,32889339.3016667,12.1307369696769,0,1,0,68.984994643494,6243335,12099,1521,1141,3079,7332716,42
283791,71.5550806667274,67.51,73.58,76.62,82.87,43.4899258,1.04018,34092358.5833333,12.0131923081892,0,1,0,69.2984747374163,5231614,14145,2087,1494,3558,5249306,43.46
265036,69.9363343380686,65.4,72.66,76.48,80.09,44.459675,1.04611,30295916.5333333,11.4308684606368,0,1,0,67.2642528404333,5564991,11819,1873,1257,3271,5797629,42.96
295400,69.125612088116,64.71,71.45,75.27,79.95,44.9995536,1.02458,35368930.7333333,11.9732331527872,0,1,0,66.1016818105778,6963745,12484,2165,1377,3905,6643214,45.46
306400,70.3267139170682,66.59,72.45,76.05,79.81,47.2341156,1.02172,36945077.7833333,12.0577930102263,0,1,0,67.4326623067046,5987486,10627,3085,1368,3897,5064178,44.24
312489,72.494804725031,68.37,75.11,78.86,79.88,49.7133209,1.03591,34524229.3333333,11.048142281275,0,1,0,69.8643098616939,6944476,10692,3061,1594,4158,5308678,42.8
265197,75.0608181499954,70.9,76.56,79.17,86.17,50.63253,1.02495,38419458.2833333,14.4871391016238,0,1,0,72.9120147215608,6702387,9850,1153,1410,2654,5362292,43.39
259487,78.559651043332,75.23,78.89,80.3,95.91,50.449162,0.98765,33424829.3833333,12.8811190477108,0,1,0,76.9112835357209,5764761,11568,996,1495,2273,5423890,42.77
253298,79.3939986677274,75.96,80,81.85,96.85,50.7460063,0.96899,33096017.4833333,13.06603979634,0,1,0,77.4163469968119,6202136,14831,584,1325,2685,6060099,43.5
281858,80.0723713413071,76.49,81.18,83.21,98.07,52.5772807,0.96419,33576554.5333333,11.9125781540114,0,1,0,78.3414051534015,6057757,13013,1079,1040,2555,6276509,42.12
274292,80.9162299654814,78.11,80.99,82.77,97.44,55.4499936,0.97899,34576925.6833333,12.6058819372542,0,1,0,78.5092914827493,5748727,15801,1967,1372,2981,6560569,40.64
261813,78.9005300480268,75.34,79.83,82.4,93.34,56.863011,0.9843,34187054.9333333,13.0578141396086,0,1,0,76.2621883091121,6116215,17735,1343,1362,2550,7858033,40.65
273543,79.5320315910509,76.18,80.35,82.79,93.6105219903747,57.465955,0.98654,40723646.7333333,14.8874753634103,0,1,0,76.9710896077943,5813578,12632,2039,1710,3223,6981000,41.06
287430,78.4501925485747,75.1077728921643,79.8240534236998,82.0109147312569,92.4694398391389,55.525401,0.99615,NA,NA,0,1,0,76.7806497299504,5631414,14422,3027,1462,4230,4870217,38.34
267777,76.5216238937149,72.4816036317263,79.1615838086606,82.7445953907977,87.7123258141875,52.830603,0.99045,NA,NA,0,1,0,74.2136155969988,5527099,12463,2898,1082,3925,5209616,37.96
307226,74.4775492334386,70.6273405556309,76.613043264159,80.3926474045204,85.3994469900152,49.7929377,0.99051,NA,NA,0,1,0,71.3935909469033,6950846,12562,3054,1511,4338,6416541,36.59
310422,73.7540538294815,69.2038746464313,76.7566909020893,81.4390092902672,85.2572701075189,46.7972208,0.98479,NA,NA,0,1,0,70.2906333583002,5605502,10257,3749,1688,4615,4750826,35.26
